Ticker,Sector,Industry,RS (%),1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,RS Rank (P),Price,MA10,MA30,Volume / VMA10,EPS RS (%),TTM EPS,Rev RS (%),TTM RPS,TTM PE
RM,Financial Services,Credit Services,1.81,3.9,7.17,-11.85,-18.66,-18.04,74.79,31.02,31.93,28.99,0.8,67.82,2.54,3.82,58.008,12.21
INGN,Healthcare,Medical Devices,1.8,5.06,42.66,6.11,-29.04,-47.82,74.77,8.99,11.09,9.06,1.06,346.49,-3.97,12.39,13.965,
GOLD,Basic Materials,Gold,1.79,3.43,3.98,-8.51,-6.65,-7.31,74.75,19.99,19.84,18.04,0.98,40.65,0.86,10.61,6.741,23.24
ICFI,Industrials,Consulting Services,1.78,1.6,3.66,-15.43,-1.1,-1.1,74.71,168.36,163.87,151.16,1.02,36.94,5.2,6.81,105.749,32.38
AZPN,Technology,Software—Application,1.78,4.05,3.13,-13.33,-1.07,-1.48,74.71,235.86,227.07,211.02,0.75,1182.95,-0.14,25.35,17.697,
IBEX,Technology,Information Technology Services,1.78,2.53,-4.16,-20.55,-32.31,-24.62,74.71,19.32,18.11,16.27,1.06,55.23,1.84,1.6,28.726,10.5
CSV,Consumer Cyclical,Personal Services,1.76,6.36,13.04,-14.9,-19.37,-21.21,74.66,30.84,32.08,28.74,0.89,13.44,1.89,7.44,26.564,16.32
BLDR,Industrials,Building Products & Equipment,1.76,2.89,-2.91,-26.51,24.79,25.56,74.66,193.0,180.19,172.72,0.75,33.47,11.35,8.35,139.54,17.0
DECK,Consumer Cyclical,Footwear & Accessories,1.75,7.09,0.15,11.67,24.48,16.1,74.62,161.25,156.65,154.42,1.11,-67.79,5.21,-30.71,28.777,30.95
RAND,Financial Services,Asset Management,1.75,1.32,10.13,-10.42,-10.21,-9.45,74.62,17.13,17.44,15.94,0.3,221.76,4.19,162.52,3.051,4.09
INSP,Healthcare,Medical Devices,1.73,4.95,0.5,-38.24,-13.97,-32.6,74.59,210.83,199.52,184.62,0.63,592.95,0.21,14.73,23.875,1003.95
INGR,Consumer Defensive,Packaged Foods,1.71,4.3,11.48,-10.2,-5.78,-5.27,74.58,133.41,133.9,122.16,1.1,22.62,9.79,1.01,117.323,13.63
FMBH,Financial Services,Banks—Regional,1.7,0.08,10.12,-10.01,-5.68,8.56,74.56,38.42,38.64,34.73,0.62,39.02,3.09,5.43,12.983,12.43
ECL,Basic Materials,Specialty Chemicals,1.69,1.87,6.61,2.06,6.26,3.09,74.53,254.0,248.56,238.9,0.95,47.62,5.97,5.67,54.818,42.55
GFL,Industrials,Waste Management,1.69,3.19,6.84,1.72,-11.74,-11.16,74.53,40.5,40.72,37.17,0.78,-130.34,-1.49,11.63,21.686,
MTH,Consumer Cyclical,Residential Construction,1.67,5.5,9.3,-13.35,0.96,19.54,74.5,193.79,195.44,179.85,0.65,43.81,22.73,9.14,177.277,8.53
WASH,Financial Services,Banks—Regional,1.66,-1.91,4.4,-18.83,-20.67,-10.38,74.47,32.53,31.52,28.49,1.08,26.6,2.68,4.2,11.103,12.14
SAVA,Healthcare,Biotechnology,1.66,8.37,16.14,-57.77,-14.96,-6.27,74.47,25.8,27.62,21.97,1.31,544.72,-2.83,3.7,,
PIRS,Healthcare,Biotechnology,1.59,-0.72,2.82,-55.78,-56.86,-75.8,74.44,16.55,16.82,13.32,0.12,40.56,-19.21,-9.907e+16,16.66,
ATR,Healthcare,Medical Instruments & Supplies,1.55,1.97,2.54,-8.34,-1.57,-5.5,74.42,161.55,153.69,147.48,0.88,45.12,4.75,6.04,53.914,34.01
BANF,Financial Services,Banks—Regional,1.54,-0.81,2.89,-17.87,-16.84,-4.13,74.4,106.59,104.39,94.78,0.67,33.45,5.99,5.61,18.03,17.79
APH,Technology,Electronic Components,1.52,-1.99,1.06,15.36,14.38,4.08,74.38,65.56,64.55,63.71,0.98,32.64,1.67,11.51,11.174,39.26
CKPT,Healthcare,Biotechnology,1.51,-6.48,-6.17,-12.73,-31.43,-27.35,74.36,2.43,2.28,2.06,1.45,87.12,-1.71,113.95,0.002,
KFY,Industrials,Staffing & Employment Services,1.49,4.34,2.62,0.3,4.78,-1.94,74.33,71.82,71.36,67.59,0.8,67.04,3.51,2.26,53.389,20.46
CEIX,Energy,Thermal Coal,1.49,-3.62,-12.33,-5.58,-14.93,25.76,74.33,110.68,99.38,94.92,1.09,-40.52,13.59,-9.47,72.567,8.14
ECBK,Financial Services,Banks—Regional,1.47,0.53,2.23,-11.25,-7.6,-9.21,74.29,14.7,13.95,13.07,1.6,27.95,0.42,4.05,2.959,35.0
ABM,Industrials,Specialty Business Services,1.47,-1.63,4.37,-2.42,-9.79,-11.32,74.29,53.39,53.05,49.81,1.1,-777.76,2.42,4.93,129.802,22.06
VTOL,Energy,Oil & Gas Equipment & Services,1.47,4.81,12.17,-1.09,-11.7,-5.23,74.29,35.15,36.56,33.35,0.66,296.26,1.06,8.57,47.359,33.16
ICLK,Communication Services,Advertising Agencies,1.45,-2.36,-5.34,-56.36,21.01,25.36,74.25,3.35,3.14,2.43,1.06,,-3.75,,13.03,
TECK,Basic Materials,Other Industrial Metals & Mining,1.43,3.75,-8.16,2.17,-0.58,-9.44,74.23,51.2,48.51,48.58,1.61,32.24,2.03,3.21,30.0,25.22
NBTB,Financial Services,Banks—Regional,1.42,-1.26,12.82,-9.51,-11.28,3.23,74.21,44.93,45.71,40.76,0.86,39.11,2.57,5.03,11.077,17.48
PKBK,Financial Services,Banks—Regional,1.4,-0.04,4.03,-23.19,-16.61,1.34,74.18,20.76,20.23,17.97,1.24,51.63,1.8,-1.28,5.405,11.53
BRX,Real Estate,REIT—Retail,1.4,3.96,10.01,-12.15,-11.96,-4.84,74.18,26.91,27.04,24.19,1.25,27.52,0.97,3.99,4.177,27.74
NYT,Communication Services,Publishing,1.38,1.92,4.13,0.31,-11.14,5.09,74.15,55.44,54.52,50.4,0.93,29.83,1.62,4.26,14.989,34.22
THRD,Healthcare,Biotechnology,1.35,3.36,9.06,10.89,29.61,69.32,74.13,12.48,12.73,12.26,0.59,9.88,-0.82,3.7,,
TFC,Financial Services,Banks—Regional,1.34,0.64,7.2,-3.57,2.38,0.43,74.1,43.26,42.68,40.09,1.38,285.1,-5.1,-311.48,10.66,
IREN,Financial Services,Capital Markets,1.34,15.98,-5.5,126.51,3.26,39.85,74.1,7.74,7.88,8.19,1.17,1077.59,-0.29,25.18,1.894,
CHEF,Consumer Defensive,Food Distribution,1.33,4.0,13.6,14.69,-0.44,-10.67,74.07,39.88,40.17,38.82,1.15,86.22,1.03,7.99,96.906,38.72
RGA,Financial Services,Insurance—Reinsurance,1.32,4.26,8.0,4.29,9.72,4.89,74.05,216.49,214.29,206.56,1.32,27.01,12.86,-5.38,324.848,16.83
CTBI,Financial Services,Banks—Regional,1.29,-0.27,5.78,-9.81,-6.32,0.72,74.03,49.76,48.6,45.12,0.95,33.88,4.32,7.98,12.476,11.52
TRML,Healthcare,Biotechnology,1.29,7.74,-36.83,-56.27,-27.98,3.72,74.03,25.15,19.51,17.47,1.75,-1.54,-1.92,3.7,,
ZUMZ,Consumer Cyclical,Apparel Retail,1.28,3.69,30.75,-4.53,-28.49,-11.52,74.0,22.27,24.9,20.58,0.87,357.95,-2.76,-3.69,45.773,
CPT,Real Estate,REIT—Residential,1.25,3.53,10.95,-7.09,-16.57,-14.53,73.97,119.31,122.36,110.97,0.86,-95.17,3.65,3.69,14.347,32.69
MSGS,Communication Services,Entertainment,1.25,2.63,0.74,-8.38,-12.6,-11.83,73.97,216.29,207.09,194.43,0.7,146.47,2.44,-9.3,42.778,88.64
CRGY,Energy,Oil & Gas Integrated,1.23,-1.68,-15.78,-11.77,-9.58,-5.11,73.93,13.46,11.54,11.69,1.11,263.72,-0.81,3.78,27.794,
FEDU,Consumer Defensive,Education & Training Services,1.23,4.43,1.43,5.92,-9.24,-2.39,73.93,12.18,12.67,11.68,0.79,,0.3,,59.272,40.58
HTHT,Consumer Cyclical,Lodging,1.19,5.51,-21.68,-26.82,-9.14,-27.24,73.89,40.33,32.55,34.77,1.37,46.29,1.65,9.26,73.68,24.44
ORI,Financial Services,Insurance—Property & Casualty,1.19,3.55,7.25,-10.57,-1.39,3.29,73.89,35.42,35.17,32.44,0.9,-39.19,2.39,2.34,27.948,14.82
HLN,Healthcare,Drug Manufacturers—Specialty & Generic,1.17,5.38,11.28,-12.51,-13.63,-6.82,73.84,10.05,10.2,9.09,1.64,38.53,0.31,2.27,2.446,32.42
CGAU,Basic Materials,Gold,1.17,2.75,-1.74,0.66,-7.19,-13.01,73.84,7.11,6.99,6.69,0.81,-14.96,0.61,-11.05,5.91,11.66
RGLD,Basic Materials,Gold,1.17,0.02,2.52,-3.16,-6.6,-9.65,73.84,142.04,139.11,130.82,1.14,76.18,3.65,17.06,9.842,38.92
LBTYA,Communication Services,Telecom Services,1.15,4.27,4.59,-12.64,-15.46,-9.99,73.8,20.54,19.91,18.23,1.11,-44.65,-4.75,-13.89,19.527,
LHX,Industrials,Aerospace & Defense,1.14,1.34,0.84,-3.15,-5.45,-2.29,73.78,246.04,233.91,224.6,0.98,56.08,6.25,5.77,109.491,39.37
ALK,Industrials,Airlines,1.14,-2.65,-9.48,-17.07,-9.82,-19.79,73.78,44.63,39.27,40.46,1.09,328.41,1.76,14.34,83.028,25.36
TXN,Technology,Semiconductors,1.13,1.05,4.42,1.17,-12.0,-10.45,73.75,205.11,203.46,192.54,0.83,14.76,5.76,-1.56,17.684,35.61
EFX,Industrials,Consulting Services,1.12,1.99,13.26,-6.78,2.4,4.58,73.72,285.2,293.71,262.48,0.93,44.82,4.68,8.39,44.291,60.94
WDH,Financial Services,Insurance—Diversified,1.12,2.06,-11.79,-22.16,-31.77,-54.22,73.72,1.32,1.11,1.19,2.31,47.24,0.1,3.86,7.383,13.2
FSV,Real Estate,Real Estate Services,1.1,-2.66,2.97,-14.84,-9.92,-1.29,73.69,185.8,178.03,163.26,1.39,107.25,1.78,15.26,103.902,104.38
ALC,Healthcare,Medical Instruments & Supplies,1.09,2.74,5.92,-4.3,-5.86,-9.79,73.65,96.69,96.56,90.1,0.96,32.12,2.22,7.53,19.52,43.55
COFS,Financial Services,Banks—Regional,1.09,-1.14,8.7,-12.76,-8.62,5.5,73.65,30.6,29.73,27.17,0.96,48.95,2.99,11.25,11.009,10.23
MBINN,Financial Services,Banks—Regional,1.09,4.25,-1.88,-5.87,-1.36,-3.27,73.65,23.8,22.28,21.32,0.84,,4.43,3.36,14.091,5.37
TTMI,Technology,Electronic Components,1.08,-1.11,-1.06,13.08,-8.73,-2.67,73.61,19.01,18.64,18.11,0.65,932.95,0.16,8.17,22.658,118.81
ABBV,Healthcare,Drug Manufacturers - General,1.06,2.18,8.0,-8.67,-2.7,0.08,73.59,194.19,194.2,177.81,1.03,35.19,2.99,8.87,31.1,64.95
TRMB,Technology,Scientific & Technical Instruments,1.05,0.64,-7.7,-10.29,3.64,-8.61,73.57,63.01,57.57,57.47,0.95,28.61,6.11,1.39,15.054,10.31
ERO,Basic Materials,Copper,1.04,6.98,-5.38,9.75,3.48,-13.85,73.54,20.91,20.62,20.74,0.96,-225.67,-0.19,9.09,4.475,
ACA,Industrials,Engineering & Construction,1.04,0.74,-6.32,-10.63,-2.56,3.54,73.54,94.67,89.65,86.07,0.67,55.73,3.02,12.79,50.2,31.35
IT,Technology,Information Technology Services,1.03,0.83,1.74,-5.94,6.63,10.3,73.51,521.22,498.79,467.66,0.94,44.48,10.53,8.93,77.373,49.5
FCCO,Financial Services,Banks—Regional,1.03,-0.27,6.58,-21.51,-19.35,-2.92,73.51,21.37,21.47,18.85,1.2,53.23,1.42,12.34,7.801,15.05
WSM,Consumer Cyclical,Specialty Retail,1.01,7.71,1.52,14.73,60.92,28.2,73.48,144.35,142.66,146.93,0.89,24.43,8.33,-2.29,59.086,17.33
KIM,Real Estate,REIT—Retail,1.0,1.08,7.75,-13.68,-15.98,-1.86,73.46,23.18,23.0,20.57,0.85,58.88,0.54,8.92,2.953,42.93
FCPT,Real Estate,REIT—Retail,0.97,1.93,10.36,-11.28,-15.71,-9.79,73.44,28.65,28.58,26.01,0.79,34.36,1.06,4.83,2.886,27.03
WTFC,Financial Services,Banks—Regional,0.95,-1.77,1.8,-6.83,7.54,6.13,73.41,111.0,105.61,101.69,1.06,29.23,9.61,4.76,36.069,11.55
JWN,Consumer Cyclical,Department Stores,0.95,0.64,12.49,3.5,-6.08,-7.15,73.41,22.35,22.39,21.36,0.66,103.07,1.73,7.75,91.863,12.92
GALT,Healthcare,Biotechnology,0.93,6.58,-0.25,-16.59,78.7,-10.42,73.38,2.7,2.57,2.72,1.17,38.58,-0.78,3.7,,
EIX,Utilities,Utilities—Regulated Electric,0.92,5.06,12.22,-9.85,-9.87,-3.12,73.36,83.61,85.13,77.32,1.03,201.98,2.49,6.8,43.807,33.58
NBHC,Financial Services,Banks—Regional,0.91,-0.28,6.92,-3.46,-8.38,-3.33,73.34,42.12,41.82,38.7,0.84,10.89,3.31,-1.83,10.603,12.73
ESE,Technology,Scientific & Technical Instruments,0.9,1.9,-1.2,-14.93,-11.35,-4.57,73.3,124.85,121.54,112.42,1.19,50.82,3.86,7.92,38.821,32.34
MUSA,Consumer Cyclical,Specialty Retail,0.9,0.7,13.49,3.26,7.16,12.26,73.3,490.03,506.72,468.36,0.88,44.65,24.7,18.42,897.752,19.84
STER,Technology,Software—Infrastructure,0.9,1.29,2.87,-7.97,6.7,-3.6,73.3,16.77,16.31,15.69,0.68,-31.75,-0.17,12.6,8.098,
CTLT,Healthcare,Drug Manufacturers—Specialty & Generic,0.88,2.18,7.58,-0.69,7.93,-13.86,73.23,60.45,60.06,57.62,0.96,220.45,-5.76,22.48,24.204,
TRP,Energy,Oil & Gas Midstream,0.88,0.69,10.75,-13.25,-13.1,-5.93,73.23,45.67,45.61,41.07,1.59,45.34,2.42,2.69,15.923,18.87
LNT,Utilities,Utilities—Regulated Electric,0.88,2.65,5.46,-11.74,-16.59,-8.78,73.23,59.67,58.83,53.82,1.29,22.87,2.45,-7.74,15.51,24.36
LEN,Consumer Cyclical,Residential Construction,0.88,4.68,11.4,-11.78,12.41,15.97,73.23,178.19,180.36,167.05,1.09,45.8,15.06,6.99,132.561,11.83
FDP,Consumer Defensive,Farm Products,0.87,1.92,7.83,-25.95,-14.02,-7.98,73.18,28.88,28.65,25.55,0.65,1311.9,-0.38,10.73,88.909,
MUX,Basic Materials,Other Precious Metals & Mining,0.87,-5.49,-8.98,5.37,24.79,-14.87,73.18,10.06,9.22,10.01,1.27,73.34,1.85,5.91,3.821,5.44
OCFC,Financial Services,Banks—Regional,0.85,-1.72,0.54,-15.94,-14.44,-8.98,73.15,18.31,17.51,16.32,0.96,29.2,1.66,-1.79,6.407,11.03
NET,Technology,Software—Infrastructure,0.84,-8.78,-11.53,-1.6,17.93,11.45,73.13,93.47,82.02,81.72,1.91,114.2,-0.3,12.24,4.375,
RRX,Industrials,Specialty Industrial Machinery,0.82,-0.13,-6.75,-22.26,4.68,-9.23,73.11,171.22,162.68,157.39,1.0,18932.92,-0.03,1.06,95.61,
CVEO,Consumer Cyclical,Lodging,0.8,0.92,7.39,-10.79,11.4,-7.14,73.09,27.91,27.73,25.81,0.78,170.45,2.35,10.13,48.354,11.88
BIP,Utilities,Utilities—Diversified,0.78,3.74,-2.35,-17.66,-20.44,-14.72,73.07,34.04,32.84,30.32,0.63,-488.1,-0.13,7.59,42.925,
RBBN,Communication Services,Telecom Services,0.76,0.08,-6.36,-0.25,-4.65,-8.9,73.05,3.35,3.18,3.15,0.97,7.95,-0.31,-0.38,4.654,
EXR,Real Estate,REIT—Industrial,0.74,1.37,11.15,-3.61,-8.1,1.11,73.02,170.54,173.6,157.8,1.15,23.01,3.67,6.44,15.509,46.47
TK,Energy,Oil & Gas Midstream,0.74,5.49,-5.74,-0.9,-3.55,16.93,73.02,9.17,8.51,8.38,1.48,57.49,1.57,0.82,14.471,5.84
HOPE,Financial Services,Banks—Regional,0.71,-0.11,3.87,-13.91,-3.98,6.11,72.98,12.81,12.49,11.52,1.48,25.76,0.89,-7.3,4.138,14.39
OPOF,Financial Services,Banks—Regional,0.71,-1.26,-1.2,-24.7,-21.33,-14.17,72.98,19.25,18.53,16.49,0.37,75.81,1.41,6.6,11.576,13.65
S,Technology,Software—Infrastructure,0.68,-4.13,-6.5,-14.02,1.59,27.83,72.95,25.71,23.68,21.77,0.97,38.63,-0.92,13.66,2.375,
SHOO,Consumer Cyclical,Footwear & Accessories,0.68,5.13,-1.29,-5.97,-1.34,8.13,72.95,47.88,45.96,43.42,1.05,8.45,2.44,1.11,29.736,19.62
WD,Financial Services,Mortgage Finance,0.67,2.55,3.32,-8.57,-0.13,10.78,72.92,110.36,107.8,100.77,0.94,36.03,2.59,8.78,29.334,42.61
BRBR,Consumer Defensive,Packaged Foods,0.64,0.2,-2.48,3.95,13.14,22.76,72.9,63.19,58.25,57.01,0.9,69.48,1.66,11.5,14.623,38.07
AEE,Utilities,Utilities - Regulated Electric,0.62,2.84,2.18,-19.46,-19.19,-17.48,72.88,86.45,84.04,76.94,1.46,18.78,4.43,-2.43,26.23,19.51
WSR,Real Estate,REIT—Retail,0.61,-4.16,0.53,0.29,-4.46,8.11,72.85,14.15,13.39,12.91,1.63,-27.05,0.31,3.95,2.966,45.65
VEL,Financial Services,Mortgage Finance,0.61,3.14,10.23,5.39,12.84,24.57,72.85,19.35,19.02,18.36,0.5,29.06,1.75,9.23,4.672,11.06
CROX,Consumer Cyclical,Footwear & Accessories,0.6,3.86,2.43,10.93,9.83,-26.86,72.82,139.55,138.26,138.71,0.91,46.09,13.27,13.31,66.887,10.52
VABK,Financial Services,Banks—Regional,0.58,9.72,11.99,-18.63,-22.03,-5.69,72.8,38.29,39.35,33.64,1.43,38.79,2.9,2.24,9.663,13.2
EPSN,Energy,Oil & Gas E&P,0.57,-3.49,-9.77,-12.31,-8.53,-17.16,72.77,6.07,5.46,5.41,0.92,23.58,0.25,0.49,1.369,24.28
CASI,Healthcare,Biotechnology,0.57,-2.64,27.19,23.61,-25.68,100.86,72.77,5.82,6.34,4.8,2.66,34.4,-2.03,-41.44,1.722,
NSIT,Technology,Electronics & Computer Distribution,0.55,4.31,1.43,-0.96,4.12,11.83,72.74,214.43,209.13,200.79,1.9,47.67,8.04,-0.89,277.581,26.67
BCPC,Basic Materials,Specialty Chemicals,0.5,1.69,6.12,-1.28,-2.65,-1.53,72.72,172.21,171.45,161.16,1.07,42.41,3.58,4.12,28.955,48.1
EXEL,Healthcare,Biotechnology,0.49,3.09,2.69,-12.92,-4.36,6.47,72.69,26.23,26.21,23.71,0.83,196.62,1.16,22.87,6.636,22.61
FCX,Basic Materials,Copper,0.49,2.76,-13.88,5.47,10.3,-3.61,72.69,50.03,45.25,47.85,0.82,60.37,1.33,11.08,17.188,37.62
HWC,Financial Services,Banks—Regional,0.49,-1.62,3.42,-7.88,-5.9,3.36,72.69,52.5,50.95,48.4,1.09,55.96,4.25,9.62,15.1,12.35
FSUN,Financial Services,Banks—Regional,0.48,3.61,13.73,-9.72,2.84,4.53,72.65,40.8,42.35,37.59,0.75,48.9,3.26,9.51,13.147,12.52
OLED,Technology,Electronic Components,0.47,3.89,-3.6,11.8,-10.3,7.56,72.62,206.86,197.54,189.18,0.81,30.57,4.65,5.44,13.102,44.49
NTB,Financial Services,Banks—Diversified,0.47,-0.8,6.43,-3.3,-3.75,-1.59,72.62,37.34,37.02,35.24,1.01,34.09,4.34,3.36,12.164,8.6
CMS,Utilities,Utilities—Regulated Electric,0.46,4.24,5.63,-12.59,-11.8,-7.92,72.59,69.34,68.58,63.41,1.19,8.12,3.26,-11.52,25.156,21.27
WFC,Financial Services,Banks—Diversified,0.45,-4.96,-4.02,3.88,11.57,6.95,72.57,60.99,56.02,57.82,1.33,42.71,4.81,3.54,22.268,12.68
BHFAM,Financial Services,Insurance—Life,0.44,3.04,0.02,-6.97,-2.19,-7.35,72.54,18.52,17.59,16.78,0.68,,12.609,43.3,63.02,1.47
CADE,Financial Services,Banks—Regional,0.44,-1.62,3.54,-7.2,1.98,14.33,72.54,32.34,31.45,29.69,1.03,55.27,0.36,51.64,6.69,89.83
VIVK,Energy,Oil & Gas Integrated,0.43,2.13,42.69,85.03,-29.9,-12.78,72.51,1.48,1.75,1.63,0.78,22.61,-0.51,7.44,2.619,
ASIX,Basic Materials,Chemicals,0.39,5.35,-7.98,-35.71,-21.01,-25.69,72.49,30.68,29.34,26.47,0.96,-13.11,0.34,24.99,55.473,90.24
FSM,Basic Materials,Gold,0.38,4.62,-3.33,16.77,23.31,-2.04,72.47,4.75,4.68,4.83,1.45,61.09,,8.39,3.279,
SCSC,Technology,Electronics & Computer Distribution,0.37,0.29,5.84,-3.07,8.66,10.92,72.45,48.07,48.14,46.02,0.79,-11.65,3.06,-5.53,131.084,15.71
FWONA,Communication Services,Entertainment,0.35,-0.8,2.74,-8.48,-13.53,-16.72,72.42,72.5,70.57,66.73,0.64,-203.3,1.07,0.53,15.744,67.76
FAST,Industrials,Industrial Distribution,0.35,-7.4,-7.71,-14.61,9.74,1.01,72.42,76.82,69.52,68.58,2.3,33.94,2.01,7.05,13.068,38.22
KBR,Industrials,Engineering & Construction,0.26,-0.21,-4.99,-7.31,-3.16,-13.33,72.39,69.09,65.57,65.0,1.17,146.48,1.46,7.14,53.53,47.32
DOV,Industrials,Specialty Industrial Machinery,0.26,0.48,-0.65,-2.48,4.02,-6.35,72.39,190.69,184.87,181.33,1.78,1.37,10.74,5.83,61.346,17.76
LYTS,Technology,Electronic Components,0.25,-1.21,-3.82,-15.97,-2.83,-9.63,72.36,16.73,15.63,15.32,0.76,16.29,0.83,13.57,16.167,20.16
ESNT,Financial Services,Insurance—Specialty,0.23,2.59,6.53,-8.55,0.35,5.07,72.34,63.38,62.92,58.9,0.95,43.4,6.91,7.6,10.971,9.17
KRO,Basic Materials,Specialty Chemicals,0.22,0.86,-2.86,11.01,18.86,-6.56,72.3,12.18,11.53,12.09,0.62,13532.85,0.01,16.4,15.446,1218.0
CB,Financial Services,Insurance—Property & Casualty,0.22,2.68,8.41,-5.93,2.25,0.81,72.3,286.83,283.8,267.29,0.98,24.7,23.63,7.0,131.832,12.14
LPCN,Healthcare,Biotechnology,0.22,-7.66,-22.35,47.05,9.53,-44.1,72.3,5.14,4.28,5.6,1.06,-22.15,-1.62,-1236.37,0.903,
IRMD,Healthcare,Medical Devices,0.21,0.11,-5.41,-14.18,-17.02,-4.84,72.26,50.41,47.26,44.68,0.75,25.38,1.46,6.91,5.498,34.53
AVB,Real Estate,REIT—Residential,0.2,1.8,9.37,-4.59,-12.23,-5.95,72.2,219.62,222.74,205.07,0.79,53.43,5.91,5.91,20.159,37.16
COLL,Healthcare,Drug Manufacturers—Specialty & Generic,0.2,12.91,8.79,-5.3,31.61,20.81,72.2,37.72,37.71,35.63,1.25,16.08,2.66,4.47,17.637,14.18
FLIC,Financial Services,Banks—Regional,0.2,-0.97,2.46,-26.42,-22.65,-10.21,72.2,13.19,12.72,11.32,1.43,16.29,0.98,0.36,3.857,13.46
OC,Industrials,Building Products & Equipment,0.2,-3.33,-6.33,-4.26,12.41,13.12,72.2,180.45,168.08,171.38,1.22,42.78,11.84,16.7,111.801,15.24
VALU,Financial Services,Financial Data & Stock Exchanges,0.2,-7.18,-7.03,-8.33,-26.85,-10.87,72.2,48.56,43.75,41.61,1.15,44.16,2.12,0.62,3.886,22.91
BJ,Consumer Defensive,Discount Stores,0.19,0.85,-5.59,5.74,-2.92,-13.65,72.15,86.77,82.75,82.86,1.15,47.09,3.96,5.73,153.894,21.91
AMCR,Consumer Cyclical,Packaging & Containers,0.18,1.29,5.92,-13.67,-16.59,-12.4,72.13,11.19,11.03,10.2,0.71,46.11,0.5,7.36,9.479,22.38
KRG,Real Estate,REIT—Retail,0.17,2.5,7.26,-12.0,-17.47,-5.41,72.11,25.59,25.79,23.17,1.26,-667.05,-0.11,6.4,3.77,
LBTYK,Communication Services,Telecom Services,0.16,3.23,1.7,-15.43,-17.41,-9.77,72.09,21.19,20.41,18.74,0.91,-44.65,-4.75,-13.89,19.527,
TER,Technology,Semiconductor Equipment & Materials,0.14,0.22,-0.67,20.37,-7.6,-6.96,72.07,131.91,130.62,129.79,0.82,80.45,3.03,11.67,17.518,43.53
BWFG,Financial Services,Banks—Regional,0.13,-2.64,0.94,-21.09,-14.73,1.3,72.05,30.36,29.06,26.19,0.79,-395.62,2.95,0.04,10.647,10.29
ADI,Technology,Semiconductors,0.12,-0.76,-1.31,3.32,-8.17,-6.48,72.03,232.86,225.67,218.95,0.74,27.57,3.33,-1.19,19.544,69.93
WYNN,Consumer Cyclical,Resorts & Casinos,0.11,1.6,-23.26,-21.76,-5.1,-13.02,72.0,104.75,84.79,90.16,1.21,-60.36,7.76,1.15,63.692,13.5
HTCR,Technology,Software—Application,0.11,-7.92,-21.36,-27.76,-13.82,-46.6,72.0,0.82,0.72,0.78,1.09,28.61,-0.42,-1.62,0.821,
MITT,Real Estate,REIT—Mortgage,0.1,0.75,9.28,-5.5,-12.71,-2.63,71.97,7.27,7.33,6.84,0.63,-2004.55,1.66,-64.26,2.62,4.38
DUK,Utilities,Utilities—Regulated Electric,0.08,1.01,9.54,-8.4,-9.91,-4.13,71.95,114.17,114.58,105.88,1.62,7.4,5.85,-1.05,38.355,19.52
WIMI,Communication Services,Advertising Agencies,0.07,17.24,-14.19,-10.89,-27.15,-24.16,71.92,0.95,0.84,0.85,1.91,,-0.68,,6.71,
OMC,Communication Services,Advertising Agencies,0.07,-0.05,3.58,-10.34,-5.83,-8.48,71.92,102.86,99.69,95.08,1.02,23.52,7.23,5.63,76.554,14.23
WEC,Utilities,Utilities—Regulated Electric,0.06,0.89,4.04,-18.92,-17.98,-10.99,71.89,95.45,93.36,85.45,1.24,72.92,4.33,-17.69,27.336,22.04
ORLY,Consumer Cyclical,Specialty Retail,0.05,-1.71,0.79,-10.9,0.93,-6.62,71.87,1187.53,1133.26,1081.12,0.84,38.97,39.78,6.01,274.891,29.85
EDR,Communication Services,Entertainment,0.05,0.5,1.49,-2.35,-1.92,-6.07,71.87,29.27,27.99,27.15,1.14,-28.43,-0.37,12.17,22.097,
MGNI,Communication Services,Advertising Agencies,0.03,2.09,18.29,18.52,-14.53,-19.48,71.82,12.24,13.13,12.24,0.81,57.95,-0.03,4.05,4.675,
SNDR,Industrials,Trucking,0.03,-1.85,0.69,-18.06,-24.25,-17.05,71.82,27.64,27.31,24.45,0.82,52.36,0.67,5.91,30.434,41.25
MOMO,Communication Services,Internet Content & Information,0.03,5.36,-9.77,-25.22,-33.03,-29.63,71.82,7.38,6.89,6.32,1.21,50.29,1.01,-1.25,60.55,7.31
AM,Energy,Oil & Gas Midstream,0.01,2.21,-1.96,-1.78,3.58,-0.68,71.77,15.61,14.83,14.53,1.24,20.45,0.8,3.27,2.382,19.51
SMFG,Financial Services,Banks—Diversified,0.01,-0.56,3.5,13.56,5.95,1.19,71.77,13.11,12.94,12.65,1.03,47.77,1.1,6.53,567.4788,11.92
OMER,Healthcare,Biotechnology,-0.02,-2.36,0.31,0.15,-24.63,-28.84,71.73,3.92,3.98,3.88,0.84,-6.12,-3.32,3.7,,
TRV,Financial Services,Insurance—Property & Casualty,-0.02,1.07,7.41,-9.19,10.22,1.09,71.73,236.58,229.87,219.7,1.08,-39.57,15.78,6.08,192.627,14.99
MGY,Energy,Oil & Gas E&P,-0.03,0.05,-7.76,-4.81,7.81,-11.85,71.68,27.04,25.19,25.44,1.08,34.45,2.04,7.75,7.008,13.25
