Symbol,Name,Market Cap,Sector,Industry
GENC,"Gencor Industries, Inc.",$148.0 M,Industrials,Farm & Heavy Construction Machinery
MBCN,Middlefield Banc Corp.,$147.7 M,Financials,Banks
DRRX,DURECT Corporation,$146.7 M,Healthcare,Drug Manufacturers—Specialty & Generic
SVRA,Savara Inc.,$146.6 M,Healthcare,Biotechnology
FTHM,Fathom Holdings Inc.,$146.3 M,Real Estate,Real Estate Services
PRTK,"Paratek Pharmaceuticals, Inc.",$145.9 M,Healthcare,Biotechnology
OVBC,Ohio Valley Banc Corp.,$144.1 M,Financials,Banks
CFFI,C&F Financial Corporation,$143.7 M,Financials,Banks
UBFO,United Security Bancshares,$143.0 M,Financials,Banks
UIHC,United Insurance Holdings Corp.,$142.6 M,Financials,Insurance—Property & Casualty
ENZ,"Enzo Biochem, Inc.",$142.1 M,Healthcare,Diagnostics & Research
TXMD,"TherapeuticsMD, Inc.",$142.0 M,Healthcare,Drug Manufacturers—Specialty & Generic
EML,The Eastern Company,$141.1 M,Industrials,Tools & Accessories
SBFG,"SB Financial Group, Inc.",$140.8 M,Financials,Banks
CFRX,ContraFect Corporation,$139.6 M,Healthcare,Biotechnology
BFIN,BankFinancial Corporation,$138.7 M,Financials,Banks
CHMI,Cherry Hill Mortgage Investment Corporation,$138.6 M,Real Estate,REIT—Mortgage
TRHC,"Tabula Rasa HealthCare, Inc.",$138.3 M,Healthcare,Health Information Services
SELB,"Selecta Biosciences, Inc.",$138.3 M,Healthcare,Biotechnology
PNRG,PrimeEnergy Resources Corporation,$137.4 M,Energy,Oil & Gas E&P
FENC,Fennec Pharmaceuticals Inc.,$136.3 M,Healthcare,Biotechnology
MGTA,"Magenta Therapeutics, Inc.",$136.0 M,Healthcare,Biotechnology
SGA,"Saga Communications, Inc.",$136.0 M,Communication Services,Broadcasting
BGSF,"BG Staffing, Inc.",$135.2 M,Industrials,Staffing & Employment Services
MMAC,"MMA Capital Holdings, Inc.",$135.1 M,Financials,Mortgage Finance
NXTC,"NextCure, Inc.",$134.7 M,Healthcare,Biotechnology
LARK,"Landmark Bancorp, Inc.",$134.4 M,Financials,Banks
FCAP,"First Capital, Inc.",$134.0 M,Financials,Banks
ATHX,"Athersys, Inc.",$133.6 M,Healthcare,Biotechnology
WHG,"Westwood Holdings Group, Inc.",$132.1 M,Financials,Capital Markets
MFNC,Mackinac Financial Corporation,$131.9 M,Financials,Banks
FBIO,"Fortress Biotech, Inc.",$131.8 M,Healthcare,Biotechnology
IVAC,"Intevac, Inc.",$131.6 M,Industrials,Aerospace & Defense
CTSO,Cytosorbents Corporation,$131.5 M,Healthcare,Medical Devices
FARM,Farmer Bros. Co.,$130.7 M,Consumer Staples,Packaged Foods
ESPR,"Esperion Therapeutics, Inc.",$130.4 M,Healthcare,Biotechnology
EARN,Ellington Residential Mortgage REIT,$129.7 M,Real Estate,REIT—Mortgage
SREV,"ServiceSource International, Inc.",$129.5 M,Technology,Software—Application
PBIP,"Prudential Bancorp, Inc.",$129.0 M,Financials,Banks
KRMD,"Repro Med Systems, Inc.",$128.4 M,Healthcare,Medical Instruments & Supplies
SLDB,Solid Biosciences Inc.,$128.0 M,Healthcare,Drug Manufacturers—Specialty & Generic
XGN,Exagen Inc.,$127.5 M,Healthcare,Diagnostics & Research
ITI,"Iteris, Inc.",$126.2 M,Technology,Communication Equipment
OCX,OncoCyte Corporation,$125.5 M,Healthcare,Biotechnology
QMCO,Quantum Corporation,$125.0 M,Technology,Computer Hardware
SIEN,"Sientra, Inc.",$124.3 M,Healthcare,Medical Devices
CBFV,"CB Financial Services, Inc.",$124.1 M,Financials,Banks
MNOV,"MediciNova, Inc.",$123.3 M,Healthcare,Biotechnology
PROV,"Provident Financial Holdings, Inc.",$122.6 M,Financials,Banks
NNBR,"NN, Inc.",$122.1 M,Industrials,Conglomerates
ADVM,"Adverum Biotechnologies, Inc.",$121.8 M,Healthcare,Biotechnology
FONR,FONAR Corporation,$121.4 M,Healthcare,Medical Devices
ADES,"Advanced Emissions Solutions, Inc.",$121.4 M,Industrials,Pollution & Treatment Controls
NLS,"Nautilus, Inc.",$120.9 M,Consumer Discretionary,Leisure
AGLE,"Aeglea BioTherapeutics, Inc.",$118.9 M,Healthcare,Biotechnology
GWGH,"GWG Holdings, Inc.",$118.8 M,Financials,Insurance—Life
AUBN,"Auburn National Bancorporation, Inc.",$118.4 M,Financials,Banks
ASUR,"Asure Software, Inc.",$118.4 M,Technology,Software—Application
STSA,"Satsuma Pharmaceuticals, Inc.",$117.5 M,Healthcare,Biotechnology
SMED,Sharps Compliance Corp.,$117.4 M,Industrials,Waste Management
LJPC,La Jolla Pharmaceutical Company,$116.7 M,Healthcare,Biotechnology
BCLI,Brainstorm Cell Therapeutics Inc.,$115.2 M,Healthcare,Biotechnology
VHC,VirnetX Holding Corp,$115.0 M,Technology,Software—Infrastructure
TAST,"Carrols Restaurant Group, Inc.",$114.1 M,Consumer Discretionary,Restaurants
QTNT,Quotient Limited,$114.0 M,Healthcare,Diagnostics & Research
AKBA,"Akebia Therapeutics, Inc.",$112.2 M,Healthcare,Biotechnology
CASI,"CASI Pharmaceuticals, Inc.",$111.8 M,Healthcare,Biotechnology
CSBR,"Champions Oncology, Inc.",$111.6 M,Healthcare,Biotechnology
PAVM,PAVmed Inc.,$111.4 M,Healthcare,Medical Devices
BCEL,"Atreca, Inc.",$110.8 M,Healthcare,Biotechnology
EPZM,"Epizyme, Inc.",$109.9 M,Healthcare,Biotechnology
ICAD,"iCAD, Inc.",$108.0 M,Healthcare,Health Information Services
CIZN,Citizens Holding Company,$107.7 M,Financials,Banks
ELMD,"Electromed, Inc.",$107.5 M,Healthcare,Medical Devices
PBYI,"Puma Biotechnology, Inc.",$106.9 M,Healthcare,Biotechnology
AWH,Aspira Women's Health Inc.,$106.9 M,Healthcare,Diagnostics & Research
PLSE,"Pulse Biosciences, Inc.",$106.7 M,Healthcare,Medical Instruments & Supplies
PCYG,"Park City Group, Inc.",$104.7 M,Technology,Software—Application
CNCE,"Concert Pharmaceuticals, Inc.",$104.2 M,Healthcare,Biotechnology
ANNX,"Annexon, Inc.",$104.2 M,Healthcare,Biotechnology
WMC,Western Asset Mortgage Capital Corporation,$104.0 M,Real Estate,REIT—Mortgage
NYMX,Nymox Pharmaceutical Corporation,$103.4 M,Healthcare,Biotechnology
ETON,"Eton Pharmaceuticals, Inc.",$101.7 M,Healthcare,Biotechnology
PAYS,"PaySign, Inc.",$101.6 M,Industrials,Specialty Business Services
TCRR,TCR2 Therapeutics Inc.,$101.3 M,Healthcare,Biotechnology
GNSS,Genasys Inc.,$100.1 M,Technology,Scientific & Technical Instruments
GNPX,"Genprex, Inc.",$99.9 M,Healthcare,Biotechnology
WVE,Wave Life Sciences Ltd.,$99.6 M,Healthcare,Biotechnology
ARDX,"Ardelyx, Inc.",$99.4 M,Healthcare,Biotechnology
BRID,Bridgford Foods Corporation,$98.7 M,Consumer Staples,Packaged Foods
PWFL,"PowerFleet, Inc.",$98.5 M,Technology,Communication Equipment
BDTX,"Black Diamond Therapeutics, Inc.",$98.4 M,Healthcare,Biotechnology
AAOI,"Applied Optoelectronics, Inc.",$96.9 M,Technology,Semiconductors
VERO,Venus Concept Inc.,$96.7 M,Healthcare,Medical Devices
ASMB,"Assembly Biosciences, Inc.",$96.6 M,Healthcare,Biotechnology
AQST,"Aquestive Therapeutics, Inc.",$96.2 M,Healthcare,Biotechnology
GAIA,"Gaia, Inc.",$96.0 M,Communication Services,Internet Content & Information
INZY,"Inozyme Pharma, Inc.",$95.1 M,Healthcare,Biotechnology
NMRD,Nemaura Medical Inc.,$95.0 M,Healthcare,Medical Devices
AGFS,"AgroFresh Solutions, Inc.",$93.6 M,Consumer Staples,Farm Products
GALT,"Galectin Therapeutics, Inc.",$92.6 M,Healthcare,Biotechnology
IBIO,"iBio, Inc.",$92.1 M,Healthcare,Biotechnology
FVE,Five Star Senior Living Inc.,$92.0 M,Healthcare,Medical Care Facilities
OSMT,Osmotica Pharmaceuticals plc,$90.8 M,Healthcare,Biotechnology
MBIO,"Mustang Bio, Inc.",$90.4 M,Healthcare,Biotechnology
AXLA,Axcella Health Inc.,$89.8 M,Healthcare,Biotechnology
MLSS,Milestone Scientific Inc.,$89.5 M,Healthcare,Medical Instruments & Supplies
ORGS,Orgenesis Inc.,$89.3 M,Healthcare,Biotechnology
VERY,"Vericity, Inc.",$88.6 M,Financials,Insurance—Life
CNTG,Centogene N.V.,$87.8 M,Healthcare,Diagnostics & Research
OESX,"Orion Energy Systems, Inc.",$87.6 M,Industrials,Electrical Equipment & Parts
NH,"NantHealth, Inc.",$86.5 M,Healthcare,Health Information Services
GSIT,"GSI Technology, Inc.",$85.4 M,Technology,Semiconductors
PCTI,"PCTEL, Inc.",$85.3 M,Technology,Communication Equipment
ULBI,Ultralife Corporation,$84.1 M,Industrials,Specialty Industrial Machinery
KALA,"Kala Pharmaceuticals, Inc.",$83.4 M,Healthcare,Biotechnology
CATB,"Catabasis Pharmaceuticals, Inc.",$83.3 M,Healthcare,Biotechnology
REPH,"Recro Pharma, Inc.",$83.1 M,Healthcare,Drug Manufacturers—Specialty & Generic
DYAI,"Dyadic International, Inc.",$83.0 M,Healthcare,Biotechnology
SFE,"Safeguard Scientifics, Inc.",$82.6 M,Financials,Asset Management
BYSI,BeyondSpring Inc.,$81.6 M,Healthcare,Biotechnology
GHM,Graham Corporation,$81.0 M,Industrials,Specialty Industrial Machinery
ATNX,"Athenex, Inc.",$79.2 M,Healthcare,Drug Manufacturers—Specialty & Generic
NLTX,"Neoleukin Therapeutics, Inc.",$77.6 M,Healthcare,Drug Manufacturers—Specialty & Generic
ETNB,"89bio, Inc.",$76.9 M,Healthcare,Biotechnology
AXDX,"Accelerate Diagnostics, Inc.",$76.5 M,Healthcare,Diagnostics & Research
RGS,Regis Corporation,$74.7 M,Consumer Discretionary,Personal Services
NBEV,"NewAge, Inc.",$73.4 M,Consumer Staples,Beverages—Non-Alcoholic
CDZI,Cadiz Inc.,$72.5 M,Utilities,Utilities—Regulated Water
TISI,"Team, Inc.",$69.5 M,Industrials,Specialty Business Services
FREQ,"Frequency Therapeutics, Inc.",$68.7 M,Healthcare,Biotechnology
PROG,"Progenity, Inc.",$68.5 M,Healthcare,Biotechnology
MEIP,"MEI Pharma, Inc.",$67.6 M,Healthcare,Biotechnology
SIEB,Siebert Financial Corp.,$65.6 M,Financials,Capital Markets
HOOK,HOOKIPA Pharma Inc.,$65.5 M,Healthcare,Biotechnology
SYRS,"Syros Pharmaceuticals, Inc.",$65.4 M,Healthcare,Biotechnology
KLDO,"Kaleido Biosciences, Inc.",$64.7 M,Healthcare,Biotechnology
CMPI,"Checkmate Pharmaceuticals, Inc.",$64.0 M,Healthcare,Biotechnology
AVCO,Avalon GloboCare Corp.,$63.6 M,Healthcare,Medical Care Facilities
PHAS,"PhaseBio Pharmaceuticals, Inc.",$62.0 M,Healthcare,Biotechnology
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",$61.4 M,Healthcare,Biotechnology
LFVN,LifeVantage Corporation,$61.0 M,Consumer Staples,Packaged Foods
REFR,Research Frontiers Incorporated,$60.1 M,Technology,Electronic Components
UBX,"Unity Biotechnology, Inc.",$59.7 M,Healthcare,Biotechnology
NBSE,"NeuBase Therapeutics, Inc.",$59.1 M,Healthcare,Biotechnology
TYME,"Tyme Technologies, Inc.",$58.3 M,Healthcare,Biotechnology
GRTX,"Galera Therapeutics, Inc.",$57.0 M,Healthcare,Biotechnology
APLT,"Applied Therapeutics, Inc.",$56.7 M,Healthcare,Biotechnology
GLYC,"GlycoMimetics, Inc.",$56.0 M,Healthcare,Biotechnology
ESGC,Eros STX Global Corporation,$55.7 M,Communication Services,Entertainment
LYRA,"Lyra Therapeutics, Inc.",$55.2 M,Healthcare,Biotechnology
CDTX,"Cidara Therapeutics, Inc.",$55.1 M,Healthcare,Biotechnology
EVFM,"Evofem Biosciences, Inc.",$54.3 M,Healthcare,Biotechnology
APT,"Alpha Pro Tech, Ltd.",$53.7 M,Industrials,Building Products & Equipment
TARA,"Protara Therapeutics, Inc.",$52.9 M,Healthcare,Biotechnology
CABA,"Cabaletta Bio, Inc.",$51.4 M,Healthcare,Biotechnology
IVC,Invacare Corporation,$51.2 M,Healthcare,Medical Devices
AVRO,"AVROBIO, Inc.",$51.1 M,Healthcare,Biotechnology
CYCN,"Cyclerion Therapeutics, Inc.",$50.6 M,Healthcare,Biotechnology
XFOR,"X4 Pharmaceuticals, Inc.",$49.6 M,Healthcare,Biotechnology
WTRH,Waitr Holdings Inc.,$48.4 M,Technology,Software—Application
IMRA,IMARA Inc.,$46.4 M,Healthcare,Biotechnology
CORR,"CorEnergy Infrastructure Trust, Inc.",$45.0 M,Real Estate,REIT—Diversified
ODT,"Odonate Therapeutics, Inc.",$44.8 M,Healthcare,Biotechnology
IDN,"Intellicheck, Inc.",$44.6 M,Technology,Software—Application
ELOX,"Eloxx Pharmaceuticals, Inc.",$44.4 M,Healthcare,Biotechnology
AGTC,Applied Genetic Technologies Corporation,$44.0 M,Healthcare,Biotechnology
VTVT,vTv Therapeutics Inc.,$43.7 M,Healthcare,Biotechnology
SEAC,"SeaChange International, Inc.",$43.6 M,Technology,Software—Application
ABEO,Abeona Therapeutics Inc.,$42.3 M,Healthcare,Biotechnology
ARAV,"Aravive, Inc.",$41.3 M,Healthcare,Biotechnology
SRGA,"Surgalign Holdings, Inc.",$40.8 M,Healthcare,Medical Devices
GNLN,"Greenlane Holdings, Inc.",$40.6 M,Healthcare,Pharmaceutical Retailers
RFL,"Rafael Holdings, Inc.",$40.2 M,Healthcare,Biotechnology
ASPU,"Aspen Group, Inc.",$39.7 M,Consumer Staples,Education & Training Services
VYNE,VYNE Therapeutics Inc.,$38.4 M,Healthcare,Biotechnology
APRE,"Aprea Therapeutics, Inc.",$38.4 M,Healthcare,Biotechnology
MRKR,"Marker Therapeutics, Inc.",$38.2 M,Healthcare,Biotechnology
RMTI,"Rockwell Medical, Inc.",$37.3 M,Healthcare,Drug Manufacturers—Specialty & Generic
AFIB,"Acutus Medical, Inc.",$36.8 M,Healthcare,Medical Devices
NERV,"Minerva Neurosciences, Inc.",$36.2 M,Healthcare,Biotechnology
CLXT,"Calyxt, Inc.",$35.8 M,Consumer Staples,Packaged Foods
KERN,Akerna Corp.,$35.6 M,Healthcare,Health Information Services
OTRK,"Ontrak, Inc.",$35.4 M,Healthcare,Medical Care Facilities
BSGM,"BioSig Technologies, Inc.",$35.3 M,Healthcare,Medical Devices
LCI,"Lannett Company, Inc.",$34.1 M,Healthcare,Drug Manufacturers—Specialty & Generic
ACRX,"AcelRx Pharmaceuticals, Inc.",$33.7 M,Healthcare,Drug Manufacturers—Specialty & Generic
AYTU,"Aytu BioScience, Inc.",$30.3 M,Healthcare,Biotechnology
CWBR,"CohBar, Inc.",$25.9 M,Healthcare,Biotechnology
FNHC,FedNat Holding Company,$24.1 M,Financials,Insurance—Property & Casualty
CALA,"Calithera Biosciences, Inc.",$23.9 M,Healthcare,Biotechnology
AGRX,"Agile Therapeutics, Inc.",$23.5 M,Healthcare,Drug Manufacturers—Specialty & Generic
CEMI,"Chembio Diagnostics, Inc.",$23.3 M,Healthcare,Diagnostics & Research
BLPH,"Bellerophon Therapeutics, Inc.",$22.8 M,Healthcare,Biotechnology
NRBO,"NeuroBo Pharmaceuticals, Inc.",$22.1 M,Healthcare,Biotechnology
LOGC,"LogicBio Therapeutics, Inc.",$22.0 M,Healthcare,Biotechnology
CBIO,"Catalyst Biosciences, Inc.",$20.5 M,Healthcare,Biotechnology
XCUR,"Exicure, Inc.",$18.9 M,Healthcare,Biotechnology
SLNO,"Soleno Therapeutics, Inc.",$16.1 M,Healthcare,Diagnostics & Research
GPORQ,Gulfport Energy Corporation,$13.9 M,Energy,Oil & Gas E&P
BEAT,"BioTelemetry, Inc.",$13.3 M,Healthcare,Diagnostics & Research
MNKKQ,Mallinckrodt plc,$9.2 M,Healthcare,Drug Manufacturers—Specialty & Generic
ATXI,"Avenue Therapeutics, Inc.",$9.0 M,Healthcare,Biotechnology
